ssphp.use_case.id,ssphp.use_case.foundational_system,ssphp.use_case.savedsearch,ssphp.use_case.short_description,ssphp.cis_benchmark.control.title,ssphp.use_case.title,ssphp.cis_benchmark.control.profile_applicability,ssphp.cis_benchmark.control.level,ssphp.cis_benchmark.control.number,ssphp.cis_benchmark.control.group,ssphp.cis_benchmark.control.description,ssphp.cis_benchmark.control.rationale,ssphp.cis_benchmark.control.impact,ssphp.cis_benchmark.controls.ig1,ssphp.cis_benchmark.controls.ig2,ssphp.cis_benchmark.controls.ig3,ssphp.use_case.framework.ig_1,ssphp.use_case.framework.ig_2,ssphp.use_case.framework.ig_3,ssphp.cis_benchmark.controls.v8,ssphp.cis_benchmark.document.date,ssphp.cis_benchmark.document.name,ssphp.cis_benchmark.document.version,ssphp.cis_benchmark.version,ssphp.metadata.last_updated_by,ssphp.metadata.last_updated_date,ssphp.risk.expectancy,ssphp.risk.impact,ssphp.score.scoring_narrative,ssphp.score.threshold.green,ssphp.score.threshold.orange,ssphp.score.threshold.red,ssphp.score.ciso_priority,ssphp.use_case.control,ssphp.use_case.description
aad_001_cis_1-16,AAD,ssphp_use_case_aad_001_cis_1-16,Guest invite restrictions,"Ensure that 'Guest invite restrictions' is set to ""Only users assigned to specific admin roles can invite guest users""",AAD 001 [CIS 1.16],Level 2,L2,1.16,Identity and Access Management,Restrict invitations to users with specific administrative roles only.,"Restricting invitations to users with specific administrator roles ensures that only authorized accounts have access to cloud resources. This helps to maintain ""Need to Know"" permissions and prevents inadvertent access to data. By default the setting Guest invite restrictions is set to Anyone in the organization can invite guest users including guests and non-admins. This would allow anyone within the organization to invite guests and non-admins to the tenant, posing a security risk.","With the option of Only users assigned to specific admin roles can invite guest users selected, users with specific admin roles will be in charge of sending invitations to the external users, requiring additional overhead by them to manage user accounts. This will mean coordinating with other departments as they are onboarding new users.",TRUE,TRUE,TRUE,6.1,6.1,"6.1
6.8","6.1 Establish an Access Granting Process
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-17,AAD,ssphp_use_case_aad_001_cis_1-17,Restricted access to AAD admin portal,Ensure That 'Restrict access to Azure AD administration portal' is Set to 'Yes',AAD 001 [CIS 1.17],Level 1,L1,1.17,Identity and Access Management,Restrict access to the Azure AD administration portal to administrators only. NOTE: This only affects access to the Azure AD administrator's web portal. This setting does not prohibit privileged users from using other methods such as Rest API or Powershell to obtain sensitive information from Azure AD.,The Azure AD administrative portal has sensitive data and permission settings. All nonadministrators should be prohibited from accessing any Azure AD data in the administration portal to avoid exposure.,"All administrative tasks will need to be done by Administrators, causing additional overhead in management of users and resources.",TRUE,TRUE,TRUE,5.4,5.4,"5.4
6.8","5.4 Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-18,AAD,ssphp_use_case_aad_001_cis_1-18,Restrict user ability to access groups features,Ensure that 'Restrict user ability to access groups features in the Access Pane' is Set to 'Yes',AAD 001 [CIS 1.18],Level 2,L2,1.18,Identity and Access Management,Restricts group creation to administrators with permissions only.,"Self-service group management enables users to create and manage security groups or Office 365 groups in Azure Active Directory (Azure AD). Unless a business requires this day-to-day delegation for some users, self-service group management should be disabled.",Setting to Yes could create administrative overhead by customers seeking certain group memberships that will have to be manually managed by administrators with appropriate permissions.,FALSE,FALSE,TRUE,-,-,6.8,6.8 Define and Maintain Role-Based Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-19,AAD,ssphp_use_case_aad_001_cis_1-19,Users create security groups,"Ensure that 'Users can create security groups in Azure portals, API or PowerShell' is set to 'No'",AAD 001 [CIS 1.19],Level 2,L2,1.19,Identity and Access Management,Restrict security group creation to administrators only.,"When creating security groups is enabled, all users in the directory are allowed to create new security groups and add members to those groups. Unless a business requires this day-to-day delegation, security group creation should be restricted to administrators only.",Enabling this setting could create a number of requests that would need to be managed by an administrator.,FALSE,FALSE,TRUE,-,-,6.8,6.8 Define and Maintain Role-Based Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-20,AAD,ssphp_use_case_aad_001_cis_1-20,Owners manage group membership requests,Ensure that 'Owners can manage group membership requests in the Access Panel' is set to 'No',AAD 001 [CIS 1.20],Level 2,L2,1.2,Identity and Access Management,Restrict security group management to administrators only.,Restricting security group management to administrators only prohibits users from making changes to security groups. This ensures that security groups are appropriately managed and their management is not delegated to non-administrators.,Group Membership for user accounts will need to be handled by Admins and cause administrative overhead.,FALSE,FALSE,TRUE,-,-,6.8,6.8 Define and Maintain Role-Based Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-21,AAD,ssphp_use_case_aad_001_cis_1-21,Users create Microsoft 365 groups,"Ensure that 'Users can create Microsoft 365 groups in Azure portals, API or PowerShell' is set to 'No'",AAD 001 [CIS 1.21],Level 2,L2,1.21,Identity and Access Management,Restrict Microsoft 365 group creation to administrators only.,Restricting Microsoft 365 group creation to administrators only ensures that creation of Microsoft 365 groups is controlled by the administrator. Appropriate groups should be created and managed by the administrator and group creation rights should not be delegated to any other user.,Enabling this setting could create a number of requests that would need to be managed by an administrator.,FALSE,FALSE,TRUE,-,-,6.8,6.8 Define and Maintain Role-Based Access Control,14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-22,AAD,ssphp_use_case_aad_001_cis_1-22,MFA to join devices with AAD,Ensure that 'Require Multi-Factor Authentication to register or join devices with Azure AD' is set to 'Yes',AAD 001 [CIS 1.22],Level 1,L1,1.22,Identity and Access Management,Joining or registering devices to the active directory should require Multi-factor authentication.,"Multi-factor authentication is recommended when adding devices to Azure AD. When set to Yes, users who are adding devices from the internet must first use the second method of authentication before their device is successfully added to the directory. This ensures that rogue devices are not added to the domain using a compromised user account. Note: Some Microsoft documentation suggests to use conditional access policies for joining a domain from certain whitelisted networks or devices. Even with these in place, using Multi-Factor Authentication is still recommended, as it creates a process for review before joining the domain.","A slight impact of additional overhead, as Administrators will now have to approve every access to the domain.",TRUE,TRUE,TRUE,6.4,"6.3
6.4","6.3
6.4","6.3 Require MFA for Externally-Exposed Applications
6.4 Require MFA for Remote Network Access",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-23,AAD,ssphp_use_case_aad_001_cis_1-23,Custom Subscription Admin Roles,Ensure That No Custom Subscription Administrator Roles Exist,AAD 001 [CIS 1.23],Level 1,L1,1.23,Identity and Access Management,The principle of least privilege should be followed and only necessary privileges should be assigned instead of allowing full administrative access.,"Classic subscription admin roles offer basic access management and include Account Administrator, Service Administrator, and Co-Administrators. It is recommended the least necessary permissions be given initially. Permissions can be added as needed by the account holder. This ensures the account holder cannot perform actions which were not intended.",Subscriptions will need to be handled by Administrators with permissions.,TRUE,TRUE,TRUE,5.4,5.4,"5.4
6.8","5.4 Restrict Administrator Privileges to Dedicated Administrator Accounts
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-24,AAD,ssphp_use_case_aad_001_cis_1-24,Custom Role Permissions,Ensure a Custom Role is Assigned Permissions for Administering Resource Locks,AAD 001 [CIS 1.24],Level 2,L2,1.24,Identity and Access Management,Resource locking is a powerful protection mechanism that can prevent inadvertent modification/deletion of resources within Azure subscriptions/Resource Groups and is a recommended NIST configuration.,"Given the resource lock functionality is outside of standard Role Based Access Control(RBAC), it would be prudent to create a resource lock administrator role to prevent inadvertent unlocking of resources.","By adding this role, specific permissions may be granted for managing just resource locks rather than needing to provide the wide Owner or User Access Administrator role, reducing the risk of the user being able to do unintentional damage.",TRUE,TRUE,TRUE,3.3,3.3,"3.3
6.8","3.3 Configure Data Access Control Lists
6.8 Define and Maintain Role-Based Access Control",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
aad_001_cis_1-25,AAD,ssphp_use_case_aad_001_cis_1-25,Subscription AAD Directory,Ensure That ‘Subscription Entering AAD Directory’ and ‘Subscription Leaving AAD Directory’ Is Set To ‘Permit No One’,AAD 001 [CIS 1.25],Level 2,L2,1.25,Identity and Access Management,Users who are set as subscription owners are able to make administrative changes to the subscriptions and move them into and out of Azure Active Directories.,Permissions to move subscriptions in and out of Azure Active Directory must only be given to appropriate administrative personnel. A subscription that is moved into an Azure Active Directory may be within a folder to which other users have elevated permissions. This prevents loss of data or unapproved changes of the objects within by potential bad actors.,Subscriptions will need to have these settings turned off to be moved.,TRUE,TRUE,TRUE,"5.4
6.1
6.2","5.4
6.1
6.2","5.4
6.1
6.2","5.4 Restrict Administrator Privileges to Dedicated Administrator Accounts
6.1 Establish an Access Granting Process
6.2 Establish an Access Revoking Process",14/02/2023,CIS Microsoft Azure Foundations Benchmark,2.0.0,CIS v8,Ian Pearl,06/11/2023 12:00,5,5,"Score is 100 if control requirements are confirmed, otherwise 0. Best=100, Worst=0",99,-,-,-,,
